practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,IRI_13,IRI_FL_13,space_13,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,key_resp_2.rt,session,participant,level,frameRate,expName,date,group,
,,0,,,Verdadero,Falso,f,A,incongruent_right,The girl,0,0,1,0,j,0,315,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,57,57,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.68857884407,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_right,The girl,0,0,0,0,j,0,308,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,58,58,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.57221198082,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Amalia puso el jamón que sus hermanos dejaron en los platos en el refrigerador después de que comieron,1,1,1,0,j,1,34,Los hermanos ordenaron la mesa después de comer. ,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,59,59,13,,,,,,,,,,,,,,,,,,0.817646026611,0.756665945053,0.817646026611,0.468212127686,0.38796710968,1.2858581543,0.350869894028,0.289412975311,1.63672804832,0.384593963623,0.305423974991,2.02132201195,0.300621986389,0.222445964813,2.32194399834,0.367249011993,0.289207935333,2.68919301033,0.299736022949,0.217723846436,2.98892903328,0.402502059937,0.338705062866,3.39143109322,0.367881059647,0.290312051773,3.75931215286,0.383766889572,0.304290056229,4.14307904243,0.401381015778,0.323015928268,4.54446005821,0.38420009613,0.304049968719,4.92866015434,0.368063926697,0.288517951965,5.29672408104,0.399519920349,0.318899154663,5.69624400139,,,,0.385481119156,0.304584026337,6.08172512054,0.366982936859,0.286390066147,6.4487080574,,,,,j,1,0.556499004364,j,1,2.64123296738,,,,None,None,0.335427999496,0.255778074265,6.7841360569,0.349872112274,0.270417928696,7.13400816917,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,single_left,La estudiante lista adivinó la respuesta correcta primero,0,0,0,1,f,0,248,La estudiante fue la primera en responder. ,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,60,60,47,,,,,,,,,,,,,,,,,,0.634435176849,0.595241069794,0.634435176849,0.333561897278,0.271018981934,0.967997074127,0.284306049347,0.225108146667,1.25230312347,0.36844587326,0.30503988266,1.62074899673,0.350365161896,0.301572084427,1.97111415863,0.351401805878,0.28972196579,2.32251596451,0.350373983383,0.304241895676,2.67288994789,0.349646091461,0.301937103271,3.02253603935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.606611013412,f,1,3.6644859314,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,single_left,La estudiante se encontró con su profesora para calmar su preocupación ,0,0,0,1,f,0,260,La profesora estaba muy preocupada.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,61,61,59,,,,,,,,,,,,,,,,,,0.668268918991,0.561738014221,0.668268918991,0.317378044128,0.252307891846,0.98564696312,0.315922021866,0.251631975174,1.30156898499,0.352825880051,0.305100917816,1.65439486504,0.317056179047,0.254796028137,1.97145104408,0.350975036621,0.289573907852,2.3224260807,0.383772850037,0.304059028625,2.70619893074,0.333416938782,0.267270088196,3.03961586952,0.386101007462,0.338692903519,3.42571687698,0.333967208862,0.272042989731,3.75968408585,0.367379903793,0.304346084595,4.12706398964,,,,,,,,,,,,,,,,,,,,,,,f,1,0.539106845856,j,0,2.60872483253,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,B,congruent_right,La obra de teatro se presentó en el salón de conciertos,0,0,0,0,j,0,253,Los actores presentaron en un anfiteatro.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,62,62,52,,,,,,,,,,,,,,,,,,0.616441011429,0.576065063477,0.616441011429,0.351894140244,0.30406999588,0.968335151672,0.28475689888,0.23881316185,1.25309205055,0.365979909897,0.318526983261,1.61907196045,0.250509977341,0.200997114182,1.86958193779,0.402256011963,0.354604005814,2.27183794975,0.316313028336,0.268896102905,2.58815097809,0.385908126831,0.32165312767,2.97405910492,0.366410970688,0.319385051727,3.34047007561,0.31844496727,0.271466016769,3.65891504288,0.351669073105,0.288035869598,4.01058411598,,,,,,,,,,,,,,,,,,,,,,,j,1,0.636891841888,j,1,2.52839612961,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Antes de servir la comida el mesero rellenó las copas,0,0,1,0,j,0,245,El mesero era muy atento con los clientes.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,63,63,44,,,,,,,,,,,,,,,,,,0.718939065933,0.681905031204,0.718939065933,0.351260900497,0.288511037827,1.07019996643,0.349318027496,0.301406145096,1.41951799393,0.351470947266,0.287449121475,1.77098894119,0.351711988449,0.304272890091,2.12270092964,0.316987991333,0.270845890045,2.43968892097,0.401054143906,0.33878993988,2.84074306488,0.367899894714,0.32229590416,3.20864295959,0.368824958801,0.323746919632,3.5774679184,0.467365026474,0.42174911499,4.04483294487,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.989978075027,f,1,2.54247903824,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_right,The girl,0,0,0,1,j,0,310,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,64,64,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.64069890976,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,single_right,Mi tarjeta de crédito se me quedó en casa,0,0,0,1,j,0,254,Tuve que usar efectivo para pagar.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,65,65,53,,,,,,,,,,,,,,,,,,0.666167020798,0.63697886467,0.666167020798,0.352735996246,0.305293083191,1.01890301704,0.28338098526,0.2377409935,1.3022840023,0.300956010818,0.254558086395,1.60324001312,0.316362142563,0.269636869431,1.91960215569,0.352301836014,0.30109000206,2.2719039917,0.317681074142,0.271375894547,2.58958506584,0.283215999603,0.238184928894,2.87280106544,0.317737102509,0.271106958389,3.19053816795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.438863039017,f,1,2.64389801025,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,B,congruent_right,Mientras el maestro tocaba el violín resonaba por todo el salón,1,1,0,0,j,0,25,El maestro tocaba el piano.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,66,66,4,,,,,,,,,,,,,,,,,,0.61674284935,0.567363023758,0.61674284935,0.283816099167,0.220345020294,0.900558948517,0.283567905426,0.21869802475,1.18412685394,0.301678180695,0.254897117615,1.48580503464,0.268191814423,0.204902172089,1.75399684906,0.30006814003,0.255387067795,2.05406498909,0.317780971527,0.254235029221,2.37184596062,0.283375024796,0.21633887291,2.65522098541,0.351760864258,0.304584980011,3.00698184967,0.300392150879,0.237967967987,3.30737400055,0.251329898834,0.18795800209,3.55870389938,,,,,,,,,,,,,,,,,,,,,,,j,1,0.655216932297,j,1,1.40791010857,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Siempre que la niña juega la pelota le da por la cabeza,0,1,1,0,j,0,104,La niña es un poco torpe.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,67,67,21,,,,,,,,,,,,,,,,,,0.63450217247,0.600708961487,0.63450217247,0.334223031998,0.27325797081,0.968725204468,0.316145896912,0.272063970566,1.28487110138,0.302062034607,0.23438501358,1.58693313599,0.300989866257,0.256797075272,1.88792300224,0.281927108765,0.218740940094,2.16985011101,0.267365932465,0.2181661129,2.43721604347,0.319589138031,0.274028778076,2.7568051815,0.300426006317,0.254878997803,3.05723118782,0.366475820541,0.319555997849,3.42370700836,0.318499088287,0.270222187042,3.74220609665,0.368352890015,0.322373151779,4.11055898666,,,,,,,,,,,,,,,,,,,,j,1,0.606367826462,j,0,1.60662388802,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,single_left,Cuando era niño mi papá quería ser arquitecto,0,0,0,1,f,0,244,Mi papá quería ser mecánico cuando era menor.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,68,68,43,,,,,,,,,,,,,,,,,,0.719064950943,0.682005882263,0.719064950943,0.31622004509,0.270024061203,1.03528499603,0.268345832825,0.2203810215,1.30363082886,0.284358024597,0.238080024719,1.58798885345,0.283622980118,0.237770080566,1.87161183357,0.283277988434,0.237601041794,2.15488982201,0.301172018051,0.25438785553,2.45606184006,0.350386142731,0.303453922272,2.80644798279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.66773891449,j,1,2.54553794861,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,B,congruent_right,En el salón de conciertos resonaba la música de la banda ,0,0,0,0,j,0,249,Se podía escuchar la música en todo el salón.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,69,69,48,,,,,,,,,,,,,,,,,,1.06766891479,1.03279089928,1.06766891479,0.283563137054,0.235500812531,1.35123205185,0.285403966904,0.217672109604,1.63663601875,0.233868837357,0.187042951584,1.87050485611,0.300945043564,0.254862070084,2.17144989967,0.267570972443,0.221368074417,2.43902087212,0.36673116684,0.319352865219,2.80575203896,0.335688829422,0.272084951401,3.14144086838,0.300664186478,0.254954814911,3.44210505486,0.299601793289,0.254035949707,3.74170684814,0.451944112778,0.405478000641,4.19365096092,,,,,,,,,,,,,,,,,,,,,,,j,1,0.707195997238,f,1,5.04802179337,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Justo cuando aparcaron el carro viejo volvió a fallar,1,1,1,0,f,1,23,El carro está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,70,70,2,,,,,,,,,,,,,,,,,,0.517535924911,0.48322892189,0.517535924911,0.316365003586,0.267614841461,0.833900928497,0.284960985184,0.238337993622,1.11886191368,0.283576011658,0.237623929977,1.40243792534,0.400781154633,0.354968070984,1.80321907997,0.335768938065,0.272181987762,2.13898801804,0.333364963531,0.287307977676,2.47235298157,0.318407058716,0.27188205719,2.79076004028,0.383544921875,0.322515010834,3.17430496216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.888048887253,j,1,2.09262299538,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,single_right,La casa de Enrique le quedó muy limpia antes de su fiesta,0,0,0,1,j,0,246,Enrique limpió la casa antes de recibir a los invitados.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,71,71,45,,,,,,,,,,,,,,,,,,0.632941007614,0.597660064697,0.632941007614,0.369145870209,0.321701049805,1.00208687782,0.316317081451,0.270380020142,1.31840395927,0.316848039627,0.234363794327,1.6352519989,0.352032899857,0.302015066147,1.98728489876,0.418785095215,0.368853092194,2.40606999397,0.300611019135,0.255255937576,2.70668101311,0.300565958023,0.254305124283,3.00724697113,0.33352804184,0.287386894226,3.34077501297,0.352144956589,0.26922416687,3.69291996956,0.283843994141,0.237864017487,3.9767639637,0.350805044174,0.305763959885,4.32756900787,,,,,,,,,,,,,,,,,,,,j,1,0.591011047363,f,1,2.56108212471,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Antes de comer el pastel los niños cantaron "Cumpleaños Feliz",0,0,1,0,f,0,239,El pastel era para el final del curso.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,72,72,38,,,,,,,,,,,,,,,,,,0.750321865082,0.711964130402,0.750321865082,0.402688980103,0.354985952377,1.15301084518,0.267048120499,0.205662965775,1.42005896568,0.299830913544,0.236690044403,1.71988987923,0.385369062424,0.337908983231,2.10525894165,0.283565044403,0.237665891647,2.38882398605,0.316926956177,0.269471883774,2.70575094223,0.30205488205,0.254316806793,3.00780582428,0.317304134369,0.254369020462,3.32510995865,0.351098060608,0.305350780487,3.67620801926,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.02239704132,j,1,5.06957983971,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_left,La cantante colocó el micrófono que usó en el escenario en su lugar después del concierto,1,1,1,0,f,1,31,La cantante no usó un micrófono durante el show.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,73,73,10,,,,,,,,,,,,,,,,,,0.617071151733,0.568471908569,0.617071151733,0.333664894104,0.253957033157,0.950736045837,0.351399898529,0.284995079041,1.30213594437,0.333499193192,0.266518115997,1.63563513756,0.335011005402,0.272068023682,1.97064614296,0.301113843918,0.221798181534,2.27175998688,0.367033958435,0.301043987274,2.63879394531,0.317891120911,0.238005876541,2.95668506622,0.366724014282,0.284168958664,3.32340908051,0.385134935379,0.322309017181,3.70854401588,0.350935935974,0.284641981125,4.05947995186,0.317844152451,0.255314826965,4.37732410431,0.333770990372,0.254048109055,4.71109509468,0.333680868149,0.269791126251,5.04477596283,,,,0.301205158234,0.237931013107,5.34598112106,0.283624887466,0.204195976257,5.62960600853,,,,,f,1,0.773107051849,j,1,2.35836410522,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,B,congruent_right,Cuando mi hermana maneja el carro mi papá camina a la oficina,0,0,0,0,j,0,237,Mi hermana tiene su propio carro.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,74,74,36,,,,,,,,,,,,,,,,,,0.59997677803,0.561383008957,0.59997677803,0.334818124771,0.287334918976,0.934794902802,0.301302909851,0.25331401825,1.23609781265,0.266649007797,0.220169782639,1.50274682045,0.284912109375,0.238729000092,1.78765892982,0.316099882126,0.271020889282,2.10375881195,0.267117977142,0.201864957809,2.37087678909,0.302567005157,0.254307985306,2.67344379425,0.283760070801,0.234917879105,2.95720386505,0.283456087112,0.235692977905,3.24065995216,0.300618886948,0.252604961395,3.54127883911,0.317275047302,0.268392086029,3.85855388641,,,,,,,,,,,,,,,,,,,,j,1,0.785275936127,j,1,7.8423268795,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
